make,model,car_model,review_title,review_text,style,comfort_rating,fuel_economy,perfomance,value_for_money,overall_rating,helpful_votes_ratio,review_date
Toyota,Hilux,2022 Toyota Hilux Revo V Automatic 2.8,Probably the best choice for Pakistani roads,"Revo is known for its reliability and it lives up to it, great looking exterior combined with a powerful engine which also gives good fuel economy for its size makes this pickup a good purchase, the only downside is that the comfort level is subpar and due to it having a diesel engine the owner needs to occasionally take the car on longer routes for the car’s diesel particulate filter to regenerate",5,3,4,5,5,4,0.0,2023-11-15
FAW,V2,2021 FAW V2 VCT-i,FAW V2 Discontinued in Pakistan,"FAW V2 is great Car in this price tag, Body Strength, Road Grip, Power and Comfort wise it is excellent, Unfortunately ALHAJ FAW has discontinued this Precious gem, which is a very bad move by Alhaj FAW. It has shattered the trust of Pakistani People who were already reluctant to buy new products in market due to aftersales and Resale factor. Alhaj FAW group needs to focus on one brand instead of putting hands in multiple brands, Proton is the new venture of Alhaj group and no doubt Saga is is a good car in this price but people still reluctant to buy this due to Alhaj group in the back. Alhaj seriously needs to improve after sales and spare parts availability to its FAW customers as well as new Proton Customers. Current situation has made people to again  think about Big three because no one wants to waste his hard earned money.Resale and aftersales is the most important factor people consider in Pakistan.V2 was most economical and powerful hatchback in Pakistan  but still failed",4,4,4,5,5,4,1.0,2021-08-11
Proton,X70,2023 Proton X70 Premium FWD,A beautiful car,"There is nothing more beautiful than this car. The car has an elegant appearance. The interior is well furnished. It has gorgeous lights.  
I feel as if I have a seat in a full-featured car.
The fuel  economy of this car is excellent. 
My favorite thing about this car is that it doesn't require high-octane fuel.",5,5,5,5,5,5,1.0,2023-01-16
Changan,Alsvin,2022 Changan Alsvin 1.5L DCT Lumiere,Alsvin,value of money best fuel average ....spare parts too much expensive...comfortable drive..........push start nd rectectable mirror or meter thora advance kar da to better ho ga...but if compare with city nd yaris so alsvin better ha price ma bi aur features ma bi...only spare parts thora expensive ha dealership network bi best ha...,5,4,5,4,5,4,0.0,2024-07-09
Toyota,Land Cruiser,Toyota Prado VX 3.0,"Awesome Ride , Hard to Buy !","It's an awesome , most liked and a dashing ride . Smooth as slide :P Driving experience is like no other of Toyota's , Power can be felt inside , feels like driving while sitting on sofa i.e. very comfortable but it costs much more than many of the other luxuries including Merces , BMWs , Audizz , Range Roverzzz , etc .It can't be denied these cars worth more than Toyota ..no matters what new features they have installed. Indus Motor should think over to make it cheaper that a number of people can surely own a Prado :) However , the build quality and assembly of this dream machine is quite better than that of Hilux,Vigo . Buying a Prado is a factor but affording it is surely another ! 
Price is too high that only an Elite class can manage to buy . On the contrary if one manages to get on lease .. it will not let him seat idle or tension free for over 10 upcoming years . Saying A crore is easy but earning is infact not . So is the point , A leased Prado costs around 20 Million (*3.0 and 4.0 Engines) . Will it be a wise decision to go for a Prado ?? Especially when you can own a much more worthfull thing in much less cost ! This is the only reason you will rarely see a new Prado on road , whereas Land Cruiser's VX , V8 etc are abundant on roads. 
All in All , if you can afford .. do not ask anyone for any feedback or suggestion . Go and Buy ! That's all !",5,5,5,4,3,4,0.3333333333333333,2012-10-25
Peugeot,2008,2022 Peugeot 2008 Active,donot buy it not value for money,average  car but its parts are so expensive and after 2 year experience with this car my car engine siezes even i change oil at right time but after 80 k drive i realize that it is not build for daily driving i am so disappoint by company because they tell us total new engine is of 2million so dont buy this if you travel daily,4,4,3,5,1,3,1.0,2024-07-24
Toyota,Corolla Axio,2014 Toyota Corolla Axio Hybrid 1.5,Best Fuel Economy,"Good design very comfortable car in very reliable car, suspension is very good stable at high speed good sounds proofing the best thing of hybrid cars is their A/C is very good, Safety in Japanese cars is firsts priority the have 8 air bags in their lower varient, 
climate control, Electric power mirror and retractable mirror, center locking, Adjustable steering wheel and lots of other gadgets.Can drive car only on Electric power from 0 to 60 km.
Gives fuel economy of 24 to 28 in city with AC
and 22 on long route with AC,if u keep your car well maintained like change Engine oil every 5,000 to 6,000 km every the best engine oil in Pakistan is shell ultra 0/20. the most important Transmission fluid CVT should be changed every 40,000 km in all 1.5 and 1.8 Toyota hybrid transmission fluid is  Toyota ATF WS fluid. mostly in Pakistan people put Toyota CVT-TC or CVT-FE which destroy transmission. that's why car gives poor fuel economy. Good car in 2.8 to 3.1 Million Rupees.",4,5,5,4,5,4,0.0,2021-06-24
Suzuki,Baleno,2005 Suzuki Baleno JXR,You should read this for review,"I have a Suzuki Baleno JXR 2005. It was my fathers favourite car. So he bought this. This Car is the best budget sedan.
Exterior is well designed as per that time.
Interior is also good, I am impressed by its Quality.
Its Engine is 1300CC but its power is more than a today's 1300CC sedan.
Its features are also very great. It doesn't make you feel its 17 year old car.
I am highly satisfied although parts are lil expensive but trust me its worth it.",4,5,5,5,4,4,1.0,2022-05-26
Toyota,Corolla,2016 Toyota Corolla Altis Automatic 1.6,Excellent Car,"A beautiful, eye catching exterior, spacious interior, its value to money in 35 to 38lakhs, second hand altis is worth buying... even after 8 years its as good as new.. AC is superb, engine response is excellent, Fuel average is also fine around 12 in city maintaing rpm within 2 but that does the work, on long it gives around 17 18.... Suspension is remarkably comfortable for karachi broken roads.
currently its around price for Alto for second handsoo its 100 percent worth but new ones are quite overpriced and not value to money as its the same 10 years old shape",5,5,5,5,5,5,0.0,2024-04-10
Daihatsu,Mira,2013 Daihatsu Mira X Special,Daihatsu Mira better then all Local Cars,"Diahatsu Mira is best car for all option &amp; one big option its come on 2 door and 4 door Edition . If you go mehran 7 lakh Local bad car engine like riskshaw and interior like plastic you go in 7 lakh 2 door daihatsu mira 660cc japanese engine excellent fuel average smooth drive luxury drive with A/C in city fully loaded dashboard like corolla and easy to touch 140km/h full meter mehran can,t touch 140km/h speed . Mira is best car and luxury drive like City / Vitz ...


Japan the king of Cars",5,5,5,5,0,4,0.6,2014-04-23
Suzuki,Alto,2019 Suzuki Alto VXL AGS,Suzuki Alto,"Not happy with Engine sound,  doesn't  like it at all. 
Using it within city  gives me 20.7 km/l that is good enough but  not meeting  the Standards. 
Car has good interior and it fulfills basic needs at least. Sound System is good. Back Wiper is missing. Frond seats have lower height as compared to window which makes you sit really uncomfortable. 
Car from inside is unexpectedly spacious and it really surprises you.
Sun Shade is missing mirror 
Can not say it Value  for Money . Its shape is not beautiful  but you have to accept it .  
Sun shades are missing with mirror . 
This will be Capturing Market soon because  only 660cc locally manufactured car in Pakistan.",2,3,3,4,3,3,1.0,2019-10-18
Honda,Freed,2016 Honda Freed + Hybrid G Honda Sensing,Great car,"This car is a monster.
we were looking for a 7 seater family car and were about to buy a brv but hearf that brv has very bad fuel average.brv only give 10-15 km/l and tgis monster freed gives me 19km/l local and 25km/l on long thanks to its 1.5 hybrid engine.
it is spacious from inside but i only have one complain that when around about 5 adults sit in the car u can not pass the car over a speed bump it just scrapes from the bottom a Little bit.but other than that I don't have any complain. these brand new shapes are not what u see everyday .i would recommend a freed than brv . Honda freed,my hero.",5,5,5,5,5,5,1.0,2020-11-24
Honda,Civic,2017 Honda Civic Oriel 1.8 i-VTEC CVT,DREAM CAR,"just bought the car. i have found this car to be the best in Pakistani assembled cars. Very stylish, smooth drive, very comfortable. If i compare it to corolla Altis i feel this car is far better than Altis. uUwill never repent on spending ur money on this item.",4,5,4,5,5,4,0.5,2017-11-19
Suzuki,Cultus,2017 Suzuki Cultus VXL,Sheer Disappointment,"The car looks good but overall size is no more than WagonR although height is bit less. The car more looks like an upgrade to Alto or Mehran rather than Cultus. Cultus used to be the medium sized hatchback but this version is very compact in comparison with that.
Again Suzuki has maintained its brand reputation by using cheap quality plastics in its interior. Seems PakSuzuki lives on another planet because their competitor Honda is offering 1300cc Sedan with double horse power for only 1 lakh additional. Moreover, Suzuki itself is offering a 1300cc (Suzuki Swift) good size hatchback for less than this crap new Cultus.
Fuel economy will be good as it is using same WagonR engine. Handling is a bit improved than WagonR but not as good as previous Cultus.Car was already jumping and doors were creaking on bumps. PLEASE DON'T BUY!!",2,1,4,2,1,2,0.4,2017-04-23
Honda,Civic,2013 Honda Civic VTi Oriel Prosmatec 1.8 i-VTEC,Dream car,"Exterior: nice Exterior but old model is much better.

Interior (Features, Space &amp; Comfort): Interior like BMW ,complete features but very expanceive.

Fuel Economy: much better 1 leter / 13 km

Ride Quality &amp; Handling: handling like racing car.

Final Words: complete car complete life .",3,4,4,3,3,3,1.0,2013-01-04
